Unnamed: 0,NAME,DATE,PRCP,TAVG,TMAX,TMIN
28575,"RESISTENCIA AERO, AR",1980-01-01,0.0,19.6,25.8,11.0
28576,"RESISTENCIA AERO, AR",1980-01-02,0.0,20.8,28.1,13.4
28577,"RESISTENCIA AERO, AR",1980-01-03,0.0,22.7,30.7,14.0
28578,"RESISTENCIA AERO, AR",1980-01-04,153.9,24.8,32.8,15.2
28579,"RESISTENCIA AERO, AR",1980-01-05,0.0,23.4,33.2,20.8
28580,"RESISTENCIA AERO, AR",1980-01-06,14.0,26.2,32.4,20.2
28581,"RESISTENCIA AERO, AR",1980-01-07,0.0,26.3,33.6,20.2
28582,"RESISTENCIA AERO, AR",1980-01-08,26.9,24.5,30.8,18.6
28583,"RESISTENCIA AERO, AR",1980-01-09,0.0,25.5,31.7,21.0
28584,"RESISTENCIA AERO, AR",1980-01-10,0.0,25.7,32.6,20.5
28585,"RESISTENCIA AERO, AR",1980-01-11,0.0,26.7,34.4,20.2
28586,"RESISTENCIA AERO, AR",1980-01-12,0.0,27.5,34.8,20.1
28587,"RESISTENCIA AERO, AR",1980-01-13,0.0,26.6,33.6,20.8
28588,"RESISTENCIA AERO, AR",1980-01-14,0.0,24.9,34.5,19.0
28589,"RESISTENCIA AERO, AR",1980-01-15,0.0,25.2,33.0,19.4
28590,"RESISTENCIA AERO, AR",1980-01-16,0.0,25.8,34.0,19.6
28591,"RESISTENCIA AERO, AR",1980-01-17,,28.2,34.4,20.6
28592,"RESISTENCIA AERO, AR",1980-01-18,0.0,28.2,35.9,20.5
28593,"RESISTENCIA AERO, AR",1980-01-19,,27.8,34.9,21.8
28594,"RESISTENCIA AERO, AR",1980-01-20,0.0,26.9,35.2,18.4
28595,"RESISTENCIA AERO, AR",1980-01-21,,25.2,36.1,18.4
28596,"RESISTENCIA AERO, AR",1980-01-22,,29.9,38.2,22.4
28597,"RESISTENCIA AERO, AR",1980-01-23,0.0,25.4,30.0,20.8
28598,"RESISTENCIA AERO, AR",1980-01-24,40.9,23.4,28.1,20.2
28599,"RESISTENCIA AERO, AR",1980-01-25,2.0,23.7,29.2,16.5
28600,"RESISTENCIA AERO, AR",1980-01-26,0.0,23.4,33.0,15.4
28601,"RESISTENCIA AERO, AR",1980-01-27,0.0,25.3,32.3,18.6
28602,"RESISTENCIA AERO, AR",1980-01-28,0.0,25.2,32.3,18.8
28603,"RESISTENCIA AERO, AR",1980-01-29,0.0,26.4,33.7,18.6
28604,"RESISTENCIA AERO, AR",1980-01-30,0.0,26.0,31.5,20.8
28605,"RESISTENCIA AERO, AR",1980-01-31,0.0,26.0,34.3,20.8
28606,"RESISTENCIA AERO, AR",1980-02-01,0.0,25.3,31.1,18.4
28607,"RESISTENCIA AERO, AR",1980-02-02,0.0,26.6,32.9,21.3
28608,"RESISTENCIA AERO, AR",1980-02-03,0.0,27.2,35.2,18.5
28609,"RESISTENCIA AERO, AR",1980-02-04,0.0,28.2,34.0,23.6
28610,"RESISTENCIA AERO, AR",1980-02-05,5.1,23.9,31.0,20.2
28611,"RESISTENCIA AERO, AR",1980-02-06,0.0,19.9,32.6,15.4
28612,"RESISTENCIA AERO, AR",1980-02-07,0.0,28.5,33.2,17.5
28613,"RESISTENCIA AERO, AR",1980-02-08,0.0,26.8,34.3,20.1
28614,"RESISTENCIA AERO, AR",1980-02-09,,28.1,36.4,20.2
28615,"RESISTENCIA AERO, AR",1980-02-10,11.9,25.3,28.2,17.6
28616,"RESISTENCIA AERO, AR",1980-02-11,11.9,21.9,30.6,14.4
28617,"RESISTENCIA AERO, AR",1980-02-12,0.0,25.0,33.2,18.2
28618,"RESISTENCIA AERO, AR",1980-02-13,0.0,28.1,34.6,21.8
28619,"RESISTENCIA AERO, AR",1980-02-14,0.0,27.8,37.3,19.7
28620,"RESISTENCIA AERO, AR",1980-02-15,0.0,29.6,37.0,23.2
28621,"RESISTENCIA AERO, AR",1980-02-16,0.0,27.3,33.0,23.0
28622,"RESISTENCIA AERO, AR",1980-02-17,20.1,24.4,30.0,20.6
28623,"RESISTENCIA AERO, AR",1980-02-18,0.0,25.6,31.6,21.6
28624,"RESISTENCIA AERO, AR",1980-02-19,0.0,23.4,29.8,16.4
28625,"RESISTENCIA AERO, AR",1980-02-20,0.0,23.1,31.9,15.1
28626,"RESISTENCIA AERO, AR",1980-02-21,0.0,25.5,32.0,20.0
28627,"RESISTENCIA AERO, AR",1980-02-22,0.0,26.2,32.6,19.6
28628,"RESISTENCIA AERO, AR",1980-02-23,0.0,27.6,36.0,20.0
28629,"RESISTENCIA AERO, AR",1980-02-24,33.0,24.7,26.8,20.5
28630,"RESISTENCIA AERO, AR",1980-02-25,7.9,22.1,31.6,18.3
28631,"RESISTENCIA AERO, AR",1980-02-26,0.0,25.0,32.1,17.6
28632,"RESISTENCIA AERO, AR",1980-02-27,0.0,23.2,32.2,19.0
28633,"RESISTENCIA AERO, AR",1980-02-28,0.0,24.4,33.4,19.0
28634,"RESISTENCIA AERO, AR",1980-02-29,0.0,28.6,36.0,21.0
28635,"RESISTENCIA AERO, AR",1980-03-01,0.0,27.3,30.3,22.3
28636,"RESISTENCIA AERO, AR",1980-03-02,0.0,24.1,29.3,20.2
28637,"RESISTENCIA AERO, AR",1980-03-03,0.0,24.0,30.0,19.4
28638,"RESISTENCIA AERO, AR",1980-03-04,,27.5,33.6,21.0
28639,"RESISTENCIA AERO, AR",1980-03-05,0.0,30.2,36.5,23.4
28640,"RESISTENCIA AERO, AR",1980-03-06,0.0,28.3,37.8,24.0
28641,"RESISTENCIA AERO, AR",1980-03-07,,25.6,29.8,22.0
28642,"RESISTENCIA AERO, AR",1980-03-08,0.0,25.8,33.7,21.8
28643,"RESISTENCIA AERO, AR",1980-03-09,0.0,31.3,37.0,22.6
28644,"RESISTENCIA AERO, AR",1980-03-10,49.0,25.2,29.8,22.0
28645,"RESISTENCIA AERO, AR",1980-03-11,25.9,23.7,25.0,21.7
28646,"RESISTENCIA AERO, AR",1980-03-12,25.9,24.3,28.6,21.1
28647,"RESISTENCIA AERO, AR",1980-03-13,0.0,25.2,29.8,21.4
28648,"RESISTENCIA AERO, AR",1980-03-14,0.0,25.5,31.1,19.6
28649,"RESISTENCIA AERO, AR",1980-03-15,0.0,26.6,33.3,20.2
28650,"RESISTENCIA AERO, AR",1980-03-16,0.0,26.9,33.0,20.8
28651,"RESISTENCIA AERO, AR",1980-03-17,0.0,26.6,33.8,21.0
28652,"RESISTENCIA AERO, AR",1980-03-18,0.0,27.7,34.6,21.4
28653,"RESISTENCIA AERO, AR",1980-03-19,0.0,29.2,35.6,23.2
28654,"RESISTENCIA AERO, AR",1980-03-20,0.0,30.0,37.0,24.0
28655,"RESISTENCIA AERO, AR",1980-03-21,0.0,29.6,36.8,22.8
28656,"RESISTENCIA AERO, AR",1980-03-22,0.0,30.2,37.0,23.5
28657,"RESISTENCIA AERO, AR",1980-03-23,0.0,29.3,36.2,23.6
28658,"RESISTENCIA AERO, AR",1980-03-24,0.0,29.7,37.0,23.8
28659,"RESISTENCIA AERO, AR",1980-03-25,0.0,28.8,35.0,22.4
28660,"RESISTENCIA AERO, AR",1980-03-26,53.1,23.5,25.0,22.3
28661,"RESISTENCIA AERO, AR",1980-03-27,8.9,24.1,29.1,22.4
28662,"RESISTENCIA AERO, AR",1980-03-28,2.0,24.9,30.0,21.8
28663,"RESISTENCIA AERO, AR",1980-03-29,0.0,25.1,30.1,21.0
28664,"RESISTENCIA AERO, AR",1980-03-30,0.0,23.9,29.9,21.1
28665,"RESISTENCIA AERO, AR",1980-03-31,,25.1,29.7,20.8
28666,"RESISTENCIA AERO, AR",1980-04-01,0.0,25.9,32.6,21.3
28667,"RESISTENCIA AERO, AR",1980-04-02,20.1,24.9,31.3,20.0
28668,"RESISTENCIA AERO, AR",1980-04-03,0.0,26.3,31.1,21.9
28669,"RESISTENCIA AERO, AR",1980-04-04,0.0,25.8,30.4,22.4
28670,"RESISTENCIA AERO, AR",1980-04-05,0.0,24.9,30.2,21.1
28671,"RESISTENCIA AERO, AR",1980-04-06,3.0,25.6,30.0,21.0
28672,"RESISTENCIA AERO, AR",1980-04-07,0.0,23.1,27.2,19.2
28673,"RESISTENCIA AERO, AR",1980-04-08,25.9,21.4,26.6,16.4
28674,"RESISTENCIA AERO, AR",1980-04-09,0.0,24.1,31.9,20.3
28675,"RESISTENCIA AERO, AR",1980-04-10,0.0,27.7,31.6,23.8
28676,"RESISTENCIA AERO, AR",1980-04-11,0.0,26.7,32.0,21.6
28677,"RESISTENCIA AERO, AR",1980-04-12,20.1,16.0,21.6,14.0
28678,"RESISTENCIA AERO, AR",1980-04-13,4.1,15.4,20.2,12.0
28679,"RESISTENCIA AERO, AR",1980-04-14,14.0,15.2,17.2,12.0
28680,"RESISTENCIA AERO, AR",1980-04-15,0.0,12.7,19.8,5.4
28681,"RESISTENCIA AERO, AR",1980-04-16,0.0,13.4,22.6,6.0
28682,"RESISTENCIA AERO, AR",1980-04-17,0.0,19.4,29.2,10.2
28683,"RESISTENCIA AERO, AR",1980-04-18,0.0,25.8,31.0,21.8
28684,"RESISTENCIA AERO, AR",1980-04-19,2.0,27.9,34.0,23.5
28685,"RESISTENCIA AERO, AR",1980-04-20,0.0,27.6,33.0,23.2
28686,"RESISTENCIA AERO, AR",1980-04-21,0.0,26.7,33.0,23.0
28687,"RESISTENCIA AERO, AR",1980-04-22,0.0,26.2,31.9,21.5
28688,"RESISTENCIA AERO, AR",1980-04-23,0.0,25.9,32.3,21.3
28689,"RESISTENCIA AERO, AR",1980-04-24,0.0,26.9,33.2,23.1
28690,"RESISTENCIA AERO, AR",1980-04-25,,27.4,33.5,23.1
28691,"RESISTENCIA AERO, AR",1980-04-26,0.0,25.3,31.0,20.9
28692,"RESISTENCIA AERO, AR",1980-04-27,0.0,24.8,31.8,19.1
28693,"RESISTENCIA AERO, AR",1980-04-28,0.0,25.4,31.9,20.8
28694,"RESISTENCIA AERO, AR",1980-04-29,0.0,24.1,31.0,18.4
28695,"RESISTENCIA AERO, AR",1980-04-30,7.9,17.9,24.4,13.2
28696,"RESISTENCIA AERO, AR",1980-05-01,39.9,12.3,16.3,6.6
28697,"RESISTENCIA AERO, AR",1980-05-02,0.0,11.4,19.2,6.5
28698,"RESISTENCIA AERO, AR",1980-05-03,0.0,11.9,18.7,4.7
28699,"RESISTENCIA AERO, AR",1980-05-04,0.0,12.3,21.1,4.6
28700,"RESISTENCIA AERO, AR",1980-05-05,0.0,14.3,23.7,8.3
28701,"RESISTENCIA AERO, AR",1980-05-06,0.0,18.8,25.2,13.2
28702,"RESISTENCIA AERO, AR",1980-05-07,0.0,19.6,23.9,16.1
28703,"RESISTENCIA AERO, AR",1980-05-08,0.0,18.1,20.9,14.6
28704,"RESISTENCIA AERO, AR",1980-05-09,15.0,20.7,22.6,19.2
28705,"RESISTENCIA AERO, AR",1980-05-10,,21.9,26.6,19.3
28706,"RESISTENCIA AERO, AR",1980-05-11,,23.1,29.9,18.7
28707,"RESISTENCIA AERO, AR",1980-05-12,0.0,26.9,31.7,24.0
28708,"RESISTENCIA AERO, AR",1980-05-13,0.0,27.5,31.9,24.0
28709,"RESISTENCIA AERO, AR",1980-05-14,0.0,25.7,31.0,22.0
28710,"RESISTENCIA AERO, AR",1980-05-15,0.0,23.2,29.4,19.0
28711,"RESISTENCIA AERO, AR",1980-05-16,1.0,20.7,22.4,19.5
28712,"RESISTENCIA AERO, AR",1980-05-17,37.1,19.8,20.4,19.0
28713,"RESISTENCIA AERO, AR",1980-05-18,13.0,20.0,23.9,18.2
28714,"RESISTENCIA AERO, AR",1980-05-19,0.0,19.6,23.7,14.6
28715,"RESISTENCIA AERO, AR",1980-05-20,0.0,21.3,23.4,18.4
28716,"RESISTENCIA AERO, AR",1980-05-21,29.0,19.4,23.1,16.9
28717,"RESISTENCIA AERO, AR",1980-05-22,0.0,17.2,22.0,12.3
28718,"RESISTENCIA AERO, AR",1980-05-23,0.0,17.6,24.3,12.5
28719,"RESISTENCIA AERO, AR",1980-05-24,0.0,18.6,25.5,12.3
28720,"RESISTENCIA AERO, AR",1980-05-25,0.0,18.4,26.0,13.2
28721,"RESISTENCIA AERO, AR",1980-05-26,0.0,20.9,27.7,17.0
28722,"RESISTENCIA AERO, AR",1980-05-27,0.0,22.3,29.5,18.0
28723,"RESISTENCIA AERO, AR",1980-05-28,0.0,23.6,30.4,19.8
28724,"RESISTENCIA AERO, AR",1980-05-29,0.0,24.4,28.9,20.3
28725,"RESISTENCIA AERO, AR",1980-05-30,0.0,23.3,28.3,18.8
28726,"RESISTENCIA AERO, AR",1980-05-31,0.0,23.7,30.0,19.5
28727,"RESISTENCIA AERO, AR",1980-06-01,16.0,16.1,21.0,11.6
28728,"RESISTENCIA AERO, AR",1980-06-02,0.0,11.1,19.4,6.8
28729,"RESISTENCIA AERO, AR",1980-06-03,,11.3,14.7,6.1
28730,"RESISTENCIA AERO, AR",1980-06-04,0.0,6.4,13.2,0.4
28731,"RESISTENCIA AERO, AR",1980-06-05,0.0,11.4,21.0,4.3
28732,"RESISTENCIA AERO, AR",1980-06-06,,18.2,26.0,11.1
28733,"RESISTENCIA AERO, AR",1980-06-07,0.0,22.3,28.7,19.0
28734,"RESISTENCIA AERO, AR",1980-06-08,0.0,23.5,29.1,18.8
28735,"RESISTENCIA AERO, AR",1980-06-09,0.0,22.8,28.0,19.1
28736,"RESISTENCIA AERO, AR",1980-06-10,0.0,22.9,27.0,20.2
28737,"RESISTENCIA AERO, AR",1980-06-11,7.9,18.8,21.2,16.0
28738,"RESISTENCIA AERO, AR",1980-06-12,0.0,12.4,16.0,11.5
28739,"RESISTENCIA AERO, AR",1980-06-13,17.0,11.6,14.8,7.4
28740,"RESISTENCIA AERO, AR",1980-06-14,0.0,10.0,17.2,3.8
28741,"RESISTENCIA AERO, AR",1980-06-15,0.0,12.7,19.0,5.3
28742,"RESISTENCIA AERO, AR",1980-06-16,0.0,16.0,22.0,9.7
28743,"RESISTENCIA AERO, AR",1980-06-17,0.0,18.9,25.6,14.4
28744,"RESISTENCIA AERO, AR",1980-06-18,0.0,19.0,22.1,16.0
28745,"RESISTENCIA AERO, AR",1980-06-19,39.9,16.4,18.1,13.3
28746,"RESISTENCIA AERO, AR",1980-06-20,,10.847304376749658,13.3,8.2
28747,"RESISTENCIA AERO, AR",1980-06-21,,14.4,17.6,9.8
28748,"RESISTENCIA AERO, AR",1980-06-22,0.0,16.5,20.2,11.8
28749,"RESISTENCIA AERO, AR",1980-06-23,0.0,16.8,23.1,12.2
28750,"RESISTENCIA AERO, AR",1980-06-24,0.0,16.9,19.0,11.2
28751,"RESISTENCIA AERO, AR",1980-06-25,1.0,11.6,15.3,7.6
28752,"RESISTENCIA AERO, AR",1980-06-26,1.0,8.4,13.8,4.0
28753,"RESISTENCIA AERO, AR",1980-06-27,0.0,7.8,16.2,2.0
28754,"RESISTENCIA AERO, AR",1980-06-28,0.0,13.7,23.0,6.8
28755,"RESISTENCIA AERO, AR",1980-06-29,0.0,19.5,24.4,14.8
28756,"RESISTENCIA AERO, AR",1980-06-30,3.0,12.7,20.4,9.8
28757,"RESISTENCIA AERO, AR",1980-07-01,0.3,9.4,12.4,6.2
28758,"RESISTENCIA AERO, AR",1980-07-02,0.0,5.8,11.6,0.4
28759,"RESISTENCIA AERO, AR",1980-07-03,0.0,5.1,13.6,-1.0
28760,"RESISTENCIA AERO, AR",1980-07-04,0.0,6.8,13.8,1.0
28761,"RESISTENCIA AERO, AR",1980-07-05,0.0,14.4,21.7,10.7
28762,"RESISTENCIA AERO, AR",1980-07-06,0.0,17.6,24.0,13.6
28763,"RESISTENCIA AERO, AR",1980-07-07,0.0,20.6,26.2,16.2
28764,"RESISTENCIA AERO, AR",1980-07-08,4.1,14.1,17.5,8.9
28765,"RESISTENCIA AERO, AR",1980-07-09,0.0,8.1,19.1,4.4
28766,"RESISTENCIA AERO, AR",1980-07-10,,9.9,18.6,2.1
28767,"RESISTENCIA AERO, AR",1980-07-11,0.0,9.6,20.0,1.9
28768,"RESISTENCIA AERO, AR",1980-07-12,0.0,11.7,19.9,5.1
28769,"RESISTENCIA AERO, AR",1980-07-13,0.0,18.5,25.0,13.0
28770,"RESISTENCIA AERO, AR",1980-07-14,0.0,15.0,19.2,9.0
28771,"RESISTENCIA AERO, AR",1980-07-15,0.0,6.7,15.2,-0.7
28772,"RESISTENCIA AERO, AR",1980-07-16,0.0,10.3,21.4,3.0
28773,"RESISTENCIA AERO, AR",1980-07-17,0.0,13.4,23.6,9.4
28774,"RESISTENCIA AERO, AR",1980-07-18,0.0,24.4,30.2,16.6
28775,"RESISTENCIA AERO, AR",1980-07-19,0.0,22.7,29.4,17.1
28776,"RESISTENCIA AERO, AR",1980-07-20,0.0,17.4,19.8,11.0
28777,"RESISTENCIA AERO, AR",1980-07-21,0.0,11.0,21.0,4.9
28778,"RESISTENCIA AERO, AR",1980-07-22,0.0,11.2,21.8,2.1
28779,"RESISTENCIA AERO, AR",1980-07-23,,14.6,24.6,3.2
28780,"RESISTENCIA AERO, AR",1980-07-24,0.0,19.3,29.9,13.3
28781,"RESISTENCIA AERO, AR",1980-07-25,0.0,24.1,30.1,19.1
28782,"RESISTENCIA AERO, AR",1980-07-26,2.0,18.2,23.8,11.0
28783,"RESISTENCIA AERO, AR",1980-07-27,0.0,13.0,22.7,4.5
28784,"RESISTENCIA AERO, AR",1980-07-28,0.0,19.4,30.0,13.2
28785,"RESISTENCIA AERO, AR",1980-07-29,0.0,15.6,22.7,10.0
28786,"RESISTENCIA AERO, AR",1980-07-30,2.0,9.2,13.8,5.0
28787,"RESISTENCIA AERO, AR",1980-07-31,0.0,5.5,15.0,-2.3
28788,"RESISTENCIA AERO, AR",1980-08-01,0.0,8.6,20.6,1.4
28789,"RESISTENCIA AERO, AR",1980-08-02,0.0,14.6,24.4,6.9
28790,"RESISTENCIA AERO, AR",1980-08-03,0.0,21.4,28.1,16.2
28791,"RESISTENCIA AERO, AR",1980-08-04,0.0,22.4,27.7,15.6
28792,"RESISTENCIA AERO, AR",1980-08-05,1.0,13.4,15.7,12.0
28793,"RESISTENCIA AERO, AR",1980-08-06,6.1,14.3,23.6,6.8
28794,"RESISTENCIA AERO, AR",1980-08-07,0.0,16.5,25.9,10.7
28795,"RESISTENCIA AERO, AR",1980-08-08,0.0,14.9,23.9,7.4
28796,"RESISTENCIA AERO, AR",1980-08-09,0.0,17.2,26.1,7.5
28797,"RESISTENCIA AERO, AR",1980-08-10,0.0,19.1,27.8,10.2
28798,"RESISTENCIA AERO, AR",1980-08-11,1.0,18.6,24.8,13.0
28799,"RESISTENCIA AERO, AR",1980-08-12,0.0,17.0,24.5,11.1
28800,"RESISTENCIA AERO, AR",1980-08-13,0.0,16.8,20.1,14.8
28801,"RESISTENCIA AERO, AR",1980-08-14,30.0,16.9,24.2,14.0
28802,"RESISTENCIA AERO, AR",1980-08-15,0.0,19.8,28.5,12.9
28803,"RESISTENCIA AERO, AR",1980-08-16,0.0,22.8,31.6,16.3
28804,"RESISTENCIA AERO, AR",1980-08-17,3.0,18.8,25.0,15.5
28805,"RESISTENCIA AERO, AR",1980-08-18,1.0,17.1,21.0,15.0
28806,"RESISTENCIA AERO, AR",1980-08-19,2.0,17.6,20.2,15.9
28807,"RESISTENCIA AERO, AR",1980-08-20,5.1,16.1,17.0,14.8
28808,"RESISTENCIA AERO, AR",1980-08-21,1.0,17.8,21.9,15.9
28809,"RESISTENCIA AERO, AR",1980-08-22,0.0,16.4,18.8,9.9
28810,"RESISTENCIA AERO, AR",1980-08-23,0.0,10.6,18.6,2.0
28811,"RESISTENCIA AERO, AR",1980-08-24,0.0,12.7,21.2,4.8
28812,"RESISTENCIA AERO, AR",1980-08-25,0.0,13.9,22.2,6.4
28813,"RESISTENCIA AERO, AR",1980-08-26,6.1,12.3,16.5,5.6
28814,"RESISTENCIA AERO, AR",1980-08-27,0.0,9.2,17.4,1.0
28815,"RESISTENCIA AERO, AR",1980-08-28,0.0,12.3,24.4,1.6
28816,"RESISTENCIA AERO, AR",1980-08-29,0.0,18.8,28.3,10.2
28817,"RESISTENCIA AERO, AR",1980-08-30,0.0,23.7,30.3,17.1
28818,"RESISTENCIA AERO, AR",1980-08-31,0.0,22.0,26.9,16.6
28819,"RESISTENCIA AERO, AR",1980-09-01,2.0,17.7,20.4,14.6
28820,"RESISTENCIA AERO, AR",1980-09-02,4.1,16.4,22.7,12.2
28821,"RESISTENCIA AERO, AR",1980-09-03,0.0,16.9,27.6,10.3
28822,"RESISTENCIA AERO, AR",1980-09-04,0.0,13.2,19.6,4.2
28823,"RESISTENCIA AERO, AR",1980-09-05,0.0,13.0,22.8,3.8
28824,"RESISTENCIA AERO, AR",1980-09-06,0.0,16.2,28.2,5.0
28825,"RESISTENCIA AERO, AR",1980-09-07,0.0,20.6,31.5,11.4
28826,"RESISTENCIA AERO, AR",1980-09-08,6.1,17.8,20.9,14.2
28827,"RESISTENCIA AERO, AR",1980-09-09,0.0,13.4,18.8,5.4
28828,"RESISTENCIA AERO, AR",1980-09-10,0.0,10.9,20.7,0.0
28829,"RESISTENCIA AERO, AR",1980-09-11,0.0,13.3,25.6,2.4
28830,"RESISTENCIA AERO, AR",1980-09-12,0.0,17.4,28.9,7.9
28831,"RESISTENCIA AERO, AR",1980-09-13,0.0,24.6,33.3,16.2
28832,"RESISTENCIA AERO, AR",1980-09-14,0.0,20.4,25.0,17.3
28833,"RESISTENCIA AERO, AR",1980-09-15,10.9,13.0,17.5,8.3
28834,"RESISTENCIA AERO, AR",1980-09-16,3.0,7.6,15.4,0.5
28835,"RESISTENCIA AERO, AR",1980-09-17,0.0,9.2,14.9,2.7
28836,"RESISTENCIA AERO, AR",1980-09-18,0.0,10.9,20.8,-0.3
28837,"RESISTENCIA AERO, AR",1980-09-19,0.0,14.3,23.7,5.8
28838,"RESISTENCIA AERO, AR",1980-09-20,0.0,17.3,25.3,10.4
28839,"RESISTENCIA AERO, AR",1980-09-21,5.1,17.6,24.0,10.0
28840,"RESISTENCIA AERO, AR",1980-09-22,0.0,15.3,21.6,10.0
28841,"RESISTENCIA AERO, AR",1980-09-23,0.0,14.2,22.8,4.6
28842,"RESISTENCIA AERO, AR",1980-09-24,0.0,17.2,26.2,7.9
28843,"RESISTENCIA AERO, AR",1980-09-25,0.0,18.4,27.0,9.6
28844,"RESISTENCIA AERO, AR",1980-09-26,0.0,21.1,30.2,13.2
28845,"RESISTENCIA AERO, AR",1980-09-27,25.9,17.8,23.6,15.0
28846,"RESISTENCIA AERO, AR",1980-09-28,10.9,15.8,20.1,12.7
28847,"RESISTENCIA AERO, AR",1980-09-29,0.0,17.1,27.1,10.5
28848,"RESISTENCIA AERO, AR",1980-09-30,0.0,25.3,34.0,18.2
28849,"RESISTENCIA AERO, AR",1980-10-01,0.0,29.3,36.8,19.5
28850,"RESISTENCIA AERO, AR",1980-10-02,0.0,17.6,22.0,14.0
28851,"RESISTENCIA AERO, AR",1980-10-03,13.0,15.8,17.0,14.1
28852,"RESISTENCIA AERO, AR",1980-10-04,0.0,15.2,17.6,12.5
28853,"RESISTENCIA AERO, AR",1980-10-05,0.0,14.4,21.6,5.9
28854,"RESISTENCIA AERO, AR",1980-10-06,0.0,15.0,20.0,7.7
28855,"RESISTENCIA AERO, AR",1980-10-07,0.0,17.2,23.4,12.1
28856,"RESISTENCIA AERO, AR",1980-10-08,0.0,18.4,24.3,15.4
28857,"RESISTENCIA AERO, AR",1980-10-09,,16.9,24.9,7.9
28858,"RESISTENCIA AERO, AR",1980-10-10,0.0,17.9,25.2,13.5
28859,"RESISTENCIA AERO, AR",1980-10-11,0.0,18.5,26.2,11.7
28860,"RESISTENCIA AERO, AR",1980-10-12,0.0,19.9,26.8,11.9
28861,"RESISTENCIA AERO, AR",1980-10-13,0.0,19.7,29.3,12.0
28862,"RESISTENCIA AERO, AR",1980-10-14,0.0,23.1,30.8,16.8
28863,"RESISTENCIA AERO, AR",1980-10-15,0.0,24.8,33.4,16.9
28864,"RESISTENCIA AERO, AR",1980-10-16,,25.4,33.9,18.0
28865,"RESISTENCIA AERO, AR",1980-10-17,0.0,25.0,34.1,17.4
28866,"RESISTENCIA AERO, AR",1980-10-18,23.1,23.8,29.0,19.9
28867,"RESISTENCIA AERO, AR",1980-10-19,7.9,24.2,31.8,18.9
28868,"RESISTENCIA AERO, AR",1980-10-20,0.0,27.4,31.6,24.2
28869,"RESISTENCIA AERO, AR",1980-10-21,0.0,26.8,30.7,24.3
28870,"RESISTENCIA AERO, AR",1980-10-22,41.9,20.2,26.6,17.2
28871,"RESISTENCIA AERO, AR",1980-10-23,6.1,16.2,19.0,13.4
28872,"RESISTENCIA AERO, AR",1980-10-24,0.0,16.8,21.8,13.2
28873,"RESISTENCIA AERO, AR",1980-10-25,0.0,22.8,30.1,18.0
28874,"RESISTENCIA AERO, AR",1980-10-26,0.0,27.5,36.4,22.6
28875,"RESISTENCIA AERO, AR",1980-10-27,0.0,28.2,32.4,23.8
28876,"RESISTENCIA AERO, AR",1980-10-28,0.0,22.9,25.1,21.4
28877,"RESISTENCIA AERO, AR",1980-10-29,33.0,21.8,29.0,19.1
28878,"RESISTENCIA AERO, AR",1980-10-30,1.0,20.2,24.6,15.7
28879,"RESISTENCIA AERO, AR",1980-10-31,0.0,18.4,25.2,11.6
28880,"RESISTENCIA AERO, AR",1980-11-01,,19.7,25.9,12.2
28881,"RESISTENCIA AERO, AR",1980-11-02,0.0,23.1,32.2,14.8
28882,"RESISTENCIA AERO, AR",1980-11-03,,25.8,34.5,21.3
28883,"RESISTENCIA AERO, AR",1980-11-04,19.1,24.2,31.0,18.4
28884,"RESISTENCIA AERO, AR",1980-11-05,0.0,26.3,31.4,20.4
28885,"RESISTENCIA AERO, AR",1980-11-06,50.0,22.7,26.8,19.0
28886,"RESISTENCIA AERO, AR",1980-11-07,0.5,23.1,29.5,17.0
28887,"RESISTENCIA AERO, AR",1980-11-08,5.1,16.2,25.6,11.9
28888,"RESISTENCIA AERO, AR",1980-11-09,0.0,15.1,18.7,12.5
28889,"RESISTENCIA AERO, AR",1980-11-10,0.0,15.9,22.2,9.6
28890,"RESISTENCIA AERO, AR",1980-11-11,0.0,17.2,25.4,10.0
28891,"RESISTENCIA AERO, AR",1980-11-12,0.0,18.9,26.2,11.2
28892,"RESISTENCIA AERO, AR",1980-11-13,0.0,17.3,28.2,13.4
28893,"RESISTENCIA AERO, AR",1980-11-14,0.0,23.9,32.5,15.0
28894,"RESISTENCIA AERO, AR",1980-11-15,0.0,26.1,33.2,20.0
28895,"RESISTENCIA AERO, AR",1980-11-16,1.0,22.2,26.6,18.8
28896,"RESISTENCIA AERO, AR",1980-11-17,0.0,23.6,30.2,19.1
28897,"RESISTENCIA AERO, AR",1980-11-18,1.0,22.7,24.6,20.2
28898,"RESISTENCIA AERO, AR",1980-11-19,25.9,23.0,27.0,19.4
28899,"RESISTENCIA AERO, AR",1980-11-20,0.0,22.7,24.4,20.6
28900,"RESISTENCIA AERO, AR",1980-11-21,,22.2,26.4,20.6
28901,"RESISTENCIA AERO, AR",1980-11-22,4.1,22.7,24.7,19.8
28902,"RESISTENCIA AERO, AR",1980-11-23,10.9,18.4,22.2,15.8
28903,"RESISTENCIA AERO, AR",1980-11-24,0.0,19.9,27.0,14.0
28904,"RESISTENCIA AERO, AR",1980-11-25,0.0,22.2,28.2,16.6
28905,"RESISTENCIA AERO, AR",1980-11-26,0.5,22.5,27.9,19.1
28906,"RESISTENCIA AERO, AR",1980-11-27,1.0,22.8,27.0,20.4
28907,"RESISTENCIA AERO, AR",1980-11-28,0.0,22.9,25.4,20.8
