Unnamed: 0,NAME,DATE,PRCP,TAVG,TMAX,TMIN
32472,"RESISTENCIA AERO, AR",1990-09-02,0.0,10.2,18.162328622616943,3.1
32473,"RESISTENCIA AERO, AR",1990-09-03,0.0,14.1,18.40924890143505,10.6
32474,"RESISTENCIA AERO, AR",1990-09-04,0.0,16.4,18.94316441951211,14.9
32475,"RESISTENCIA AERO, AR",1990-09-05,0.5,20.5,26.164081876260482,15.2
32476,"RESISTENCIA AERO, AR",1990-09-06,0.0,20.3,26.776512458342946,14.930851064822628
32477,"RESISTENCIA AERO, AR",1990-09-07,,18.3,24.77785887718574,12.909661599670546
32478,"RESISTENCIA AERO, AR",1990-09-08,0.0,17.9,27.077504915705447,8.8
32479,"RESISTENCIA AERO, AR",1990-09-09,0.0,18.8,26.70742642815584,11.5
32480,"RESISTENCIA AERO, AR",1990-09-10,0.0,21.3,28.42124453033735,15.0
32481,"RESISTENCIA AERO, AR",1990-09-11,0.0,22.1,28.635125150621374,16.64737035028025
32482,"RESISTENCIA AERO, AR",1990-09-12,1.0,15.6,19.183028921501055,12.4
32483,"RESISTENCIA AERO, AR",1990-09-13,0.0,10.9,19.408194831812093,3.0
32484,"RESISTENCIA AERO, AR",1990-09-14,0.0,9.6,17.66162822226702,2.4
32485,"RESISTENCIA AERO, AR",1990-09-15,,12.6,22.536618308283956,2.4
32486,"RESISTENCIA AERO, AR",1990-09-16,0.0,17.2,26.770731020017674,7.5
32487,"RESISTENCIA AERO, AR",1990-09-17,0.0,19.8,28.065006370267547,11.9
32488,"RESISTENCIA AERO, AR",1990-09-18,1.0,18.1,21.072287014250993,16.1
32489,"RESISTENCIA AERO, AR",1990-09-19,0.0,18.8,24.255525871284668,14.4
32490,"RESISTENCIA AERO, AR",1990-09-20,0.0,19.9,24.827684279962348,16.2
32491,"RESISTENCIA AERO, AR",1990-09-21,0.0,22.9,29.46020914923255,17.38553528806596
32492,"RESISTENCIA AERO, AR",1990-09-22,0.0,19.8,26.266562377738268,14.436984401902546
32493,"RESISTENCIA AERO, AR",1990-09-23,,15.7,22.25727695915799,10.0
32494,"RESISTENCIA AERO, AR",1990-09-24,,11.6,20.650634055649682,2.9
32495,"RESISTENCIA AERO, AR",1990-09-25,0.0,14.3,21.23440423069017,8.57738609291032
32496,"RESISTENCIA AERO, AR",1990-09-26,0.0,16.2,25.318527223057423,7.4
32497,"RESISTENCIA AERO, AR",1990-09-27,0.0,21.7,28.221264024144673,16.273456060614375
32498,"RESISTENCIA AERO, AR",1990-09-28,4.1,19.6,22.743572626162273,17.6
32499,"RESISTENCIA AERO, AR",1990-09-29,20.1,19.2,23.402849590431366,15.7
32500,"RESISTENCIA AERO, AR",1990-09-30,0.0,20.4,26.879058498223245,15.028686252442041
32501,"RESISTENCIA AERO, AR",1990-10-01,0.0,20.2,27.08430857446245,14.2
32502,"RESISTENCIA AERO, AR",1990-10-02,,25.2,31.80631136561642,19.48299911477241
32503,"RESISTENCIA AERO, AR",1990-10-03,0.0,24.3,30.72589075060858,18.9
32504,"RESISTENCIA AERO, AR",1990-10-04,0.0,27.2,34.08232857192073,21.0
32505,"RESISTENCIA AERO, AR",1990-10-05,0.0,26.8,33.449506255981625,20.967361154986136
32506,"RESISTENCIA AERO, AR",1990-10-06,,22.1,28.635125150621374,16.64737035028025
32507,"RESISTENCIA AERO, AR",1990-10-07,,22.6,26.399951921849578,20.4
32508,"RESISTENCIA AERO, AR",1990-10-08,3.0,20.1,22.742337026383378,18.9
32509,"RESISTENCIA AERO, AR",1990-10-09,0.0,18.9,25.364461048556382,13.528517945417494
32510,"RESISTENCIA AERO, AR",1990-10-10,0.0,21.4,29.560207876085727,13.5
32511,"RESISTENCIA AERO, AR",1990-10-11,,29.1,35.20379601843264,24.5
32512,"RESISTENCIA AERO, AR",1990-10-12,2.0,20.2,24.506976863600794,17.109736217253385
32513,"RESISTENCIA AERO, AR",1990-10-13,0.0,17.4,23.92478703539285,11.96373857599664
32514,"RESISTENCIA AERO, AR",1990-10-14,0.0,20.8,25.455571332719884,17.5
32515,"RESISTENCIA AERO, AR",1990-10-15,0.0,20.4,27.887691458570227,13.6
32516,"RESISTENCIA AERO, AR",1990-10-16,,17.9,23.28953217619364,13.5
32517,"RESISTENCIA AERO, AR",1990-10-17,4.1,20.3,23.118023050131715,18.9
32518,"RESISTENCIA AERO, AR",1990-10-18,4.1,21.5,26.069331417023818,18.0
32519,"RESISTENCIA AERO, AR",1990-10-19,0.0,22.9,29.86936223571828,16.8
32520,"RESISTENCIA AERO, AR",1990-10-20,0.0,22.6,29.71404889531755,16.3
32521,"RESISTENCIA AERO, AR",1990-10-21,0.0,22.7,29.742943139882925,16.5
32522,"RESISTENCIA AERO, AR",1990-10-22,0.0,24.3,31.356952565182127,18.0
32523,"RESISTENCIA AERO, AR",1990-10-23,0.0,25.9,32.99494673358349,19.4
32524,"RESISTENCIA AERO, AR",1990-10-24,1.0,22.9,28.232525613293106,18.7
32525,"RESISTENCIA AERO, AR",1990-10-25,0.0,23.9,30.483927453490658,18.297367283103558
32526,"RESISTENCIA AERO, AR",1990-10-26,,25.7,31.736389228847493,20.8
32527,"RESISTENCIA AERO, AR",1990-10-27,0.0,27.1,33.0651573923516,22.4
32528,"RESISTENCIA AERO, AR",1990-10-28,2.0,24.4,29.92191711153037,20.770290998314216
32529,"RESISTENCIA AERO, AR",1990-10-29,132.1,23.1,27.090420354927307,21.0
32530,"RESISTENCIA AERO, AR",1990-10-30,24.9,26.6,32.43736319674563,22.8
32531,"RESISTENCIA AERO, AR",1990-10-31,0.0,24.6,31.19628799571204,18.93442037494222
32532,"RESISTENCIA AERO, AR",1990-11-01,98.0,21.9,25.144368594167027,20.4
32533,"RESISTENCIA AERO, AR",1990-11-02,0.0,25.8,32.256874209768846,20.3
32534,"RESISTENCIA AERO, AR",1990-11-03,,26.9,31.064994537803805,24.8
32535,"RESISTENCIA AERO, AR",1990-11-04,,29.3,36.09464458656626,23.273683183584524
32536,"RESISTENCIA AERO, AR",1990-11-05,7.1,19.8,25.429755804417404,14.4
32537,"RESISTENCIA AERO, AR",1990-11-06,0.0,18.7,23.421211014343793,15.1
32538,"RESISTENCIA AERO, AR",1990-11-07,2.0,20.6,23.127148215396073,19.7
32539,"RESISTENCIA AERO, AR",1990-11-08,0.3,21.3,24.60332855778926,19.5
32540,"RESISTENCIA AERO, AR",1990-11-09,0.0,22.7,28.68808075408997,17.9
32541,"RESISTENCIA AERO, AR",1990-11-10,0.0,23.9,30.483927453490658,18.297367283103558
32542,"RESISTENCIA AERO, AR",1990-11-11,,24.4,30.992960224071247,18.752214112188213
32543,"RESISTENCIA AERO, AR",1990-11-12,,25.3,30.189247628177814,21.9
32544,"RESISTENCIA AERO, AR",1990-11-13,0.0,31.6,36.93789755583059,27.5
32545,"RESISTENCIA AERO, AR",1990-11-14,0.0,31.4,36.70422838279382,27.5
32546,"RESISTENCIA AERO, AR",1990-11-15,0.0,32.8,39.100040603629914,25.454507516563122
32547,"RESISTENCIA AERO, AR",1990-11-16,47.0,25.1,31.076416720562044,20.6
32548,"RESISTENCIA AERO, AR",1990-11-17,4.1,24.5,30.066045110133786,20.5
32549,"RESISTENCIA AERO, AR",1990-11-18,0.0,26.9,32.445422301494474,22.8
32550,"RESISTENCIA AERO, AR",1990-11-19,,28.8,34.15754224973032,25.4
32551,"RESISTENCIA AERO, AR",1990-11-20,,26.1,32.725905020791835,20.313920131090043
32552,"RESISTENCIA AERO, AR",1990-11-21,16.0,25.6,32.01866315898039,20.4
32553,"RESISTENCIA AERO, AR",1990-11-22,0.0,27.7,34.25708158622399,22.1
32554,"RESISTENCIA AERO, AR",1990-11-23,,26.4,33.998543723575494,18.9
32555,"RESISTENCIA AERO, AR",1990-11-24,0.0,28.9,35.67099640127869,22.918854982887424
32556,"RESISTENCIA AERO, AR",1990-11-25,,29.7,36.146461235266656,24.5
32557,"RESISTENCIA AERO, AR",1990-11-26,,23.4,29.97317103501915,17.842316167702688
32558,"RESISTENCIA AERO, AR",1990-11-27,,20.4,26.14301209716197,15.8
32559,"RESISTENCIA AERO, AR",1990-11-28,,21.0,30.012661444291265,11.4
32560,"RESISTENCIA AERO, AR",1990-11-29,,19.2,25.66249193638154,13.834069637659606
32561,"RESISTENCIA AERO, AR",1990-11-30,,28.0,34.712502405603615,22.09217063534814
32562,"RESISTENCIA AERO, AR",1990-12-01,,24.7,31.92790052397764,18.1
32563,"RESISTENCIA AERO, AR",1990-12-02,,25.9,30.314740608041326,23.2
32564,"RESISTENCIA AERO, AR",1990-12-03,8.9,23.7,29.686654726239333,18.7
32565,"RESISTENCIA AERO, AR",1990-12-04,0.0,24.9,33.40905445692807,15.4
32566,"RESISTENCIA AERO, AR",1990-12-05,0.3,26.7,32.91328661195411,22.227179559354106
32567,"RESISTENCIA AERO, AR",1990-12-06,3.0,25.0,30.73243988725899,21.200494074220092
32568,"RESISTENCIA AERO, AR",1990-12-07,0.0,24.3,30.891252354942225,18.661190315883488
32569,"RESISTENCIA AERO, AR",1990-12-08,0.0,27.2,33.86738397661264,21.342623777485812
32570,"RESISTENCIA AERO, AR",1990-12-09,0.0,26.4,30.392221140276412,24.4
32571,"RESISTENCIA AERO, AR",1990-12-10,52.1,23.1,27.61720003172892,20.2
32572,"RESISTENCIA AERO, AR",1990-12-11,0.5,23.9,29.86569639903337,19.0
32573,"RESISTENCIA AERO, AR",1990-12-12,0.0,24.6,30.09858514158169,20.4
32574,"RESISTENCIA AERO, AR",1990-12-13,4.1,23.1,25.7,16.4
32575,"RESISTENCIA AERO, AR",1990-12-14,0.0,22.6,27.4,16.7
32576,"RESISTENCIA AERO, AR",1990-12-15,0.0,22.8,29.9,16.6
32577,"RESISTENCIA AERO, AR",1990-12-16,,25.4,31.5,18.0
32578,"RESISTENCIA AERO, AR",1990-12-17,0.0,29.3,35.5,23.6
32579,"RESISTENCIA AERO, AR",1990-12-18,97.0,22.2,30.2,15.8
32580,"RESISTENCIA AERO, AR",1990-12-19,15.0,23.8,28.2,20.7
32581,"RESISTENCIA AERO, AR",1990-12-20,0.0,25.5,30.9,20.6
32582,"RESISTENCIA AERO, AR",1990-12-21,0.0,29.7,36.2,23.7
32583,"RESISTENCIA AERO, AR",1990-12-22,0.0,27.9,29.1,22.5
32584,"RESISTENCIA AERO, AR",1990-12-23,0.0,25.5,29.5,22.4
32585,"RESISTENCIA AERO, AR",1990-12-24,0.0,27.0,31.8,23.4
32586,"RESISTENCIA AERO, AR",1990-12-25,,26.2,31.0,21.4
32587,"RESISTENCIA AERO, AR",1990-12-26,0.0,29.2,34.9,21.6
32588,"RESISTENCIA AERO, AR",1990-12-27,,29.5,36.5,25.0
32589,"RESISTENCIA AERO, AR",1990-12-28,0.0,24.3,36.5,16.034475308107687
32590,"RESISTENCIA AERO, AR",1990-12-29,0.0,21.1,27.997739232743264,15.1
32591,"RESISTENCIA AERO, AR",1990-12-30,,23.7,31.6,15.4
32592,"RESISTENCIA AERO, AR",1990-12-31,0.0,27.3,33.658103148328316,22.0
32593,"RESISTENCIA AERO, AR",1991-01-01,,28.8,32.1,22.4
32594,"RESISTENCIA AERO, AR",1991-01-02,,24.3,28.0,21.6
32595,"RESISTENCIA AERO, AR",1991-01-03,,25.6,32.1,21.4
32596,"RESISTENCIA AERO, AR",1991-01-04,,29.0,32.2,22.4
32597,"RESISTENCIA AERO, AR",1991-01-05,,28.1,33.4,20.4
32598,"RESISTENCIA AERO, AR",1991-01-06,0.0,28.1,35.8,19.5
32599,"RESISTENCIA AERO, AR",1991-01-07,0.0,29.5,34.9,24.4
32600,"RESISTENCIA AERO, AR",1991-01-08,,29.9,35.4,24.4
32601,"RESISTENCIA AERO, AR",1991-01-09,0.0,31.7,38.2,24.8
32602,"RESISTENCIA AERO, AR",1991-01-10,,28.1,30.1,25.6
32603,"RESISTENCIA AERO, AR",1991-01-11,1.0,28.4,33.0,24.5
32604,"RESISTENCIA AERO, AR",1991-01-12,0.0,26.4,29.9,20.4
32605,"RESISTENCIA AERO, AR",1991-01-13,,24.3,30.6,19.0
32606,"RESISTENCIA AERO, AR",1991-01-14,0.0,24.2,32.6,17.9
32607,"RESISTENCIA AERO, AR",1991-01-15,0.0,26.3,33.6,19.4
32608,"RESISTENCIA AERO, AR",1991-01-16,0.0,23.3,25.9,15.6
32609,"RESISTENCIA AERO, AR",1991-01-17,0.0,19.7,28.0,12.8
32610,"RESISTENCIA AERO, AR",1991-01-18,0.0,20.8,32.4,12.1
32611,"RESISTENCIA AERO, AR",1991-01-19,,27.9,37.0,21.4
32612,"RESISTENCIA AERO, AR",1991-01-20,0.0,31.6,39.0,26.0
32613,"RESISTENCIA AERO, AR",1991-01-21,0.5,31.3,39.1,24.4
32614,"RESISTENCIA AERO, AR",1991-01-22,,27.5,32.9,21.6
32615,"RESISTENCIA AERO, AR",1991-01-23,,28.6,34.6,24.3
32616,"RESISTENCIA AERO, AR",1991-01-24,48.0,24.9,28.0,22.4
32617,"RESISTENCIA AERO, AR",1991-01-25,34.0,23.1,23.8,21.0
32618,"RESISTENCIA AERO, AR",1991-01-26,0.3,23.2,27.9,17.8
32619,"RESISTENCIA AERO, AR",1991-01-27,0.0,23.7,29.9,18.4
32620,"RESISTENCIA AERO, AR",1991-01-28,0.0,25.5,34.0,19.0
32621,"RESISTENCIA AERO, AR",1991-01-29,,25.9,30.2,19.3
32622,"RESISTENCIA AERO, AR",1991-01-30,6.1,21.3,26.2,16.0
32623,"RESISTENCIA AERO, AR",1991-01-31,0.0,22.4,28.5,15.7
32624,"RESISTENCIA AERO, AR",1991-02-01,0.0,23.1,32.5,15.1
32625,"RESISTENCIA AERO, AR",1991-02-02,0.0,26.1,32.8,18.1
32626,"RESISTENCIA AERO, AR",1991-02-03,0.0,26.4,35.2,18.3
32627,"RESISTENCIA AERO, AR",1991-02-04,0.0,28.3,36.0,19.1
32628,"RESISTENCIA AERO, AR",1991-02-05,0.0,26.0,35.0,20.7
32629,"RESISTENCIA AERO, AR",1991-02-06,,29.2,35.1,20.9
32630,"RESISTENCIA AERO, AR",1991-02-07,0.0,28.2,35.4,20.5
32631,"RESISTENCIA AERO, AR",1991-02-08,,27.8,34.5,19.3
32632,"RESISTENCIA AERO, AR",1991-02-09,0.3,25.5,33.2,20.2
32633,"RESISTENCIA AERO, AR",1991-02-10,,27.4,37.0,19.0
32634,"RESISTENCIA AERO, AR",1991-02-11,0.0,25.3,27.7,20.3
32635,"RESISTENCIA AERO, AR",1991-02-12,0.0,25.3,32.0,18.0
32636,"RESISTENCIA AERO, AR",1991-02-13,0.0,24.1,28.8,15.9
32637,"RESISTENCIA AERO, AR",1991-02-14,0.0,21.6,25.4,16.3
32638,"RESISTENCIA AERO, AR",1991-02-15,,20.8,28.7,9.7
32639,"RESISTENCIA AERO, AR",1991-02-16,0.0,22.2,31.5,11.3
32640,"RESISTENCIA AERO, AR",1991-02-17,0.0,22.2,33.4,13.5
32641,"RESISTENCIA AERO, AR",1991-02-18,0.0,24.7,34.6,14.0
32642,"RESISTENCIA AERO, AR",1991-02-19,0.0,25.3,37.0,15.0
32643,"RESISTENCIA AERO, AR",1991-02-20,,27.6,37.0,20.7
32644,"RESISTENCIA AERO, AR",1991-02-21,0.0,26.1,32.2,21.8
32645,"RESISTENCIA AERO, AR",1991-02-22,,25.7,29.4,22.6
32646,"RESISTENCIA AERO, AR",1991-02-23,1.0,25.2,29.4,19.6
32647,"RESISTENCIA AERO, AR",1991-02-24,0.0,23.2,31.5,15.3
32648,"RESISTENCIA AERO, AR",1991-02-25,0.0,26.4,35.6,18.4
32649,"RESISTENCIA AERO, AR",1991-02-26,,26.3,29.1,23.4
32650,"RESISTENCIA AERO, AR",1991-02-27,,25.0,34.5,21.0
32651,"RESISTENCIA AERO, AR",1991-02-28,64.0,25.6,31.9,21.2
32652,"RESISTENCIA AERO, AR",1991-03-01,0.0,27.1,33.2,22.5
32653,"RESISTENCIA AERO, AR",1991-03-02,0.0,27.6,31.4,23.4
32654,"RESISTENCIA AERO, AR",1991-03-03,0.0,27.8,33.2,22.6
32655,"RESISTENCIA AERO, AR",1991-03-04,30.0,27.8,33.7,23.0
32656,"RESISTENCIA AERO, AR",1991-03-05,0.0,28.0,33.2,22.0
32657,"RESISTENCIA AERO, AR",1991-03-06,0.0,27.8,33.4,20.2
32658,"RESISTENCIA AERO, AR",1991-03-07,,29.1,35.2,22.4
32659,"RESISTENCIA AERO, AR",1991-03-08,0.0,29.3,34.2,24.2
32660,"RESISTENCIA AERO, AR",1991-03-09,1.0,26.3,30.5,23.5
32661,"RESISTENCIA AERO, AR",1991-03-10,0.0,25.8,29.1,22.8
32662,"RESISTENCIA AERO, AR",1991-03-11,,26.0,30.4,22.3
32663,"RESISTENCIA AERO, AR",1991-03-12,,26.7,31.5,23.7
32664,"RESISTENCIA AERO, AR",1991-03-13,3.0,25.8,31.0,22.4
32665,"RESISTENCIA AERO, AR",1991-03-14,0.0,24.8,28.2,22.4
32666,"RESISTENCIA AERO, AR",1991-03-15,0.3,25.3,31.0,18.8
32667,"RESISTENCIA AERO, AR",1991-03-16,0.0,23.9,28.6,19.6
32668,"RESISTENCIA AERO, AR",1991-03-17,3.0,25.4,32.2,20.5
32669,"RESISTENCIA AERO, AR",1991-03-18,0.0,24.8,32.2,17.6
32670,"RESISTENCIA AERO, AR",1991-03-19,0.0,25.2,33.8,19.1
32671,"RESISTENCIA AERO, AR",1991-03-20,9.9,25.3,29.2,21.6
32672,"RESISTENCIA AERO, AR",1991-03-21,2.0,24.8,31.8,19.8
32673,"RESISTENCIA AERO, AR",1991-03-22,0.0,25.9,32.9,19.4
32674,"RESISTENCIA AERO, AR",1991-03-23,0.0,27.5,34.0,22.3
32675,"RESISTENCIA AERO, AR",1991-03-24,51.1,27.0,34.8,20.5
32676,"RESISTENCIA AERO, AR",1991-03-25,0.0,26.3,34.6,20.0
32677,"RESISTENCIA AERO, AR",1991-03-26,0.0,24.9,28.4,20.0
32678,"RESISTENCIA AERO, AR",1991-03-27,0.0,20.3,27.0,12.9
32679,"RESISTENCIA AERO, AR",1991-03-28,0.0,21.6,29.2,12.4
32680,"RESISTENCIA AERO, AR",1991-03-29,0.0,22.1,33.0,14.2
32681,"RESISTENCIA AERO, AR",1991-03-30,0.0,26.6,33.0,18.4
32682,"RESISTENCIA AERO, AR",1991-03-31,,21.3,27.8,16.4
32683,"RESISTENCIA AERO, AR",1991-04-01,0.0,19.8,29.4,12.4
32684,"RESISTENCIA AERO, AR",1991-04-02,0.0,21.4,31.0,10.8
32685,"RESISTENCIA AERO, AR",1991-04-03,0.0,22.1,31.6,10.7
32686,"RESISTENCIA AERO, AR",1991-04-04,0.0,23.2,28.0,16.6
32687,"RESISTENCIA AERO, AR",1991-04-05,,22.8,30.2,14.8
32688,"RESISTENCIA AERO, AR",1991-04-06,0.0,24.4,32.6,18.3
32689,"RESISTENCIA AERO, AR",1991-04-07,,20.9,27.0,16.8
32690,"RESISTENCIA AERO, AR",1991-04-08,0.0,20.6,27.0,14.4
32691,"RESISTENCIA AERO, AR",1991-04-09,0.0,27.3,34.0,23.4
32692,"RESISTENCIA AERO, AR",1991-04-10,36.1,21.8,28.0,19.4
32693,"RESISTENCIA AERO, AR",1991-04-11,21.1,22.2,28.4,18.2
32694,"RESISTENCIA AERO, AR",1991-04-12,0.0,26.1,30.8,21.8
32695,"RESISTENCIA AERO, AR",1991-04-13,22.1,24.7,29.7,21.4
32696,"RESISTENCIA AERO, AR",1991-04-14,0.5,25.7,30.6,23.6
32697,"RESISTENCIA AERO, AR",1991-04-15,0.0,27.8,32.6,24.1
32698,"RESISTENCIA AERO, AR",1991-04-16,0.0,27.5,32.5,24.6
32699,"RESISTENCIA AERO, AR",1991-04-17,,27.5,31.3,21.2
32700,"RESISTENCIA AERO, AR",1991-04-18,,17.9,21.2,13.2
32701,"RESISTENCIA AERO, AR",1991-04-19,0.0,14.6,20.2,8.3
32702,"RESISTENCIA AERO, AR",1991-04-20,0.0,13.8,22.4,6.8
32703,"RESISTENCIA AERO, AR",1991-04-21,,17.0,28.4,7.8
32704,"RESISTENCIA AERO, AR",1991-04-22,0.0,23.8,31.2,18.0
32705,"RESISTENCIA AERO, AR",1991-04-23,,23.7,26.4,20.7
32706,"RESISTENCIA AERO, AR",1991-04-24,,20.5,24.7,18.1
32707,"RESISTENCIA AERO, AR",1991-04-25,0.0,20.3,24.4,12.9
32708,"RESISTENCIA AERO, AR",1991-04-26,0.0,17.6,25.0,11.9
32709,"RESISTENCIA AERO, AR",1991-04-27,0.0,19.6,25.8,13.0
32710,"RESISTENCIA AERO, AR",1991-04-28,0.0,20.4,26.9,12.9
32711,"RESISTENCIA AERO, AR",1991-04-29,0.0,20.5,28.0,13.6
32712,"RESISTENCIA AERO, AR",1991-04-30,0.0,21.5,27.9,15.9
32713,"RESISTENCIA AERO, AR",1991-05-01,,22.3,29.2,17.2
32714,"RESISTENCIA AERO, AR",1991-05-02,4.1,21.3,28.0,16.1
32715,"RESISTENCIA AERO, AR",1991-05-03,0.0,20.5,22.6,19.6
32716,"RESISTENCIA AERO, AR",1991-05-04,134.9,20.6,23.7,16.6
32717,"RESISTENCIA AERO, AR",1991-05-05,0.8,14.8,18.0,11.4
32718,"RESISTENCIA AERO, AR",1991-05-06,0.0,13.2,18.4,8.6
32719,"RESISTENCIA AERO, AR",1991-05-07,0.0,15.5,20.6,10.8
32720,"RESISTENCIA AERO, AR",1991-05-08,,15.3,22.6,8.4
32721,"RESISTENCIA AERO, AR",1991-05-09,,15.8,24.6,8.8
32722,"RESISTENCIA AERO, AR",1991-05-10,0.0,17.9,25.4,12.5
32723,"RESISTENCIA AERO, AR",1991-05-11,0.0,19.4,25.4,14.4
32724,"RESISTENCIA AERO, AR",1991-05-12,2.0,18.5,21.6,17.0
32725,"RESISTENCIA AERO, AR",1991-05-13,37.1,17.2,18.9,16.0
32726,"RESISTENCIA AERO, AR",1991-05-14,0.5,17.6,21.1,14.3
32727,"RESISTENCIA AERO, AR",1991-05-15,0.0,18.2,23.0,13.4
32728,"RESISTENCIA AERO, AR",1991-05-16,,17.9,23.0,14.5
32729,"RESISTENCIA AERO, AR",1991-05-17,0.0,18.6,23.7,13.3
32730,"RESISTENCIA AERO, AR",1991-05-18,0.0,19.6,26.5,13.5
32731,"RESISTENCIA AERO, AR",1991-05-19,,20.9,27.5,14.0
32732,"RESISTENCIA AERO, AR",1991-05-20,0.0,21.1,27.1,16.8
32733,"RESISTENCIA AERO, AR",1991-05-21,2.0,19.9,21.7,16.2
32734,"RESISTENCIA AERO, AR",1991-05-22,55.9,16.1,19.9,12.4
32735,"RESISTENCIA AERO, AR",1991-05-23,0.0,14.3,21.3,7.6
32736,"RESISTENCIA AERO, AR",1991-05-24,0.0,15.7,23.3,9.4
32737,"RESISTENCIA AERO, AR",1991-05-25,2.0,19.2,20.4,18.2
32738,"RESISTENCIA AERO, AR",1991-05-26,3.0,23.3,28.4,18.9
32739,"RESISTENCIA AERO, AR",1991-05-27,0.0,25.9,28.7,23.5
32740,"RESISTENCIA AERO, AR",1991-05-28,,27.1,30.0,24.7
32741,"RESISTENCIA AERO, AR",1991-05-29,,27.0,30.8,24.5
32742,"RESISTENCIA AERO, AR",1991-05-30,,24.9,30.4,19.5
32743,"RESISTENCIA AERO, AR",1991-05-31,0.0,23.3,29.1,17.9
32744,"RESISTENCIA AERO, AR",1991-06-01,0.0,22.1,29.0,16.0
32745,"RESISTENCIA AERO, AR",1991-06-02,0.0,22.8,27.0,18.3
32746,"RESISTENCIA AERO, AR",1991-06-03,1.0,19.7,23.6,15.7
32747,"RESISTENCIA AERO, AR",1991-06-04,2.0,16.4,18.1,15.4
32748,"RESISTENCIA AERO, AR",1991-06-05,1.0,15.4,16.4,14.4
32749,"RESISTENCIA AERO, AR",1991-06-06,0.3,13.6,15.5,10.4
32750,"RESISTENCIA AERO, AR",1991-06-07,0.0,9.3,15.0,4.3
32751,"RESISTENCIA AERO, AR",1991-06-08,0.0,9.3,17.0,3.6
32752,"RESISTENCIA AERO, AR",1991-06-09,0.0,9.3,17.2,3.4
32753,"RESISTENCIA AERO, AR",1991-06-10,0.0,10.0,17.1,4.8
32754,"RESISTENCIA AERO, AR",1991-06-11,0.0,16.6,22.3,11.1
32755,"RESISTENCIA AERO, AR",1991-06-12,0.0,19.4,24.4,16.5
32756,"RESISTENCIA AERO, AR",1991-06-13,3.0,18.8,21.6,16.4
32757,"RESISTENCIA AERO, AR",1991-06-14,1.0,20.1,26.8,17.0
32758,"RESISTENCIA AERO, AR",1991-06-15,0.0,19.7,22.1,17.4
32759,"RESISTENCIA AERO, AR",1991-06-16,0.0,19.8,25.4,15.1
32760,"RESISTENCIA AERO, AR",1991-06-17,0.3,22.1,27.4,19.1
32761,"RESISTENCIA AERO, AR",1991-06-18,0.0,22.2,27.5,19.1
32762,"RESISTENCIA AERO, AR",1991-06-19,,16.4,21.8,12.4
32763,"RESISTENCIA AERO, AR",1991-06-20,0.0,16.3,20.1,12.2
32764,"RESISTENCIA AERO, AR",1991-06-21,0.0,12.3,16.9,7.2
32765,"RESISTENCIA AERO, AR",1991-06-22,0.0,12.8,17.5,8.5
32766,"RESISTENCIA AERO, AR",1991-06-23,,10.8,17.0,4.4
32767,"RESISTENCIA AERO, AR",1991-06-24,0.0,8.0,17.0,0.4
32768,"RESISTENCIA AERO, AR",1991-06-25,90.9,12.5,23.3,2.4
32769,"RESISTENCIA AERO, AR",1991-06-26,0.0,22.2,28.5,18.2
32770,"RESISTENCIA AERO, AR",1991-06-27,19.1,17.2,22.0,4.4
32771,"RESISTENCIA AERO, AR",1991-06-28,7.9,12.5,19.0,6.2
32772,"RESISTENCIA AERO, AR",1991-06-29,0.0,12.3,22.0,5.4
32773,"RESISTENCIA AERO, AR",1991-06-30,,13.4,22.5,5.7
32774,"RESISTENCIA AERO, AR",1991-07-01,,15.9,21.8,9.5
32775,"RESISTENCIA AERO, AR",1991-07-02,0.0,15.4,24.4,6.0
32776,"RESISTENCIA AERO, AR",1991-07-03,0.0,13.9,20.0,8.0
32777,"RESISTENCIA AERO, AR",1991-07-04,,10.7,13.6,6.7
32778,"RESISTENCIA AERO, AR",1991-07-05,0.0,9.4,12.1,6.8
32779,"RESISTENCIA AERO, AR",1991-07-06,1.0,10.3,17.8,5.0
32780,"RESISTENCIA AERO, AR",1991-07-07,0.0,12.2,22.2,5.6
32781,"RESISTENCIA AERO, AR",1991-07-08,,19.3,27.8,11.5
32782,"RESISTENCIA AERO, AR",1991-07-09,0.0,21.4,28.0,16.0
32783,"RESISTENCIA AERO, AR",1991-07-10,0.0,16.7,20.2,12.8
32784,"RESISTENCIA AERO, AR",1991-07-11,,11.1,16.0,6.7
32785,"RESISTENCIA AERO, AR",1991-07-12,0.0,11.3,14.4,7.3
32786,"RESISTENCIA AERO, AR",1991-07-13,,8.7,12.5,4.8
32787,"RESISTENCIA AERO, AR",1991-07-14,,6.9,13.4,1.6
32788,"RESISTENCIA AERO, AR",1991-07-15,0.0,9.3,15.8,2.9
32789,"RESISTENCIA AERO, AR",1991-07-16,,14.2,22.2,8.7
32790,"RESISTENCIA AERO, AR",1991-07-17,,21.6,28.8,15.8
32791,"RESISTENCIA AERO, AR",1991-07-18,14.0,15.3,29.0,8.6
32792,"RESISTENCIA AERO, AR",1991-07-19,0.0,14.5,23.2,5.6
32793,"RESISTENCIA AERO, AR",1991-07-20,0.0,23.3,27.8,19.1
32794,"RESISTENCIA AERO, AR",1991-07-21,0.5,14.3,19.6,11.0
32795,"RESISTENCIA AERO, AR",1991-07-22,2.0,11.2,15.5,6.6
32796,"RESISTENCIA AERO, AR",1991-07-23,0.0,5.3,16.6,-0.2
